generated_title_marketplace,name,product_category,price,rating,count_review,shop_name,url
Car Charger Mobil Fast Charging Dual Port USB 20W PD QC 3.0,UGREEN Charger Mobil PD 3.0 USB QC 4.0 Fast Charging 20W 69W-130W,Car Charger Adapter,149000,5.0,1473,UGREEN Official Store,https://www.tokopedia.com/ugreenofficialstore/ugreen-charger-mobil-pd-3-0-usb-qc-4-0-fast-charging-20w-69w-130w-10144-36w?extParam=ivf%3Dfalse%26keyword%3Dcharger+mobil%26search_id%3D20260115051207B3967A0E938DC214AVBW%26src%3Dsearch
Usams Car Charger Mobil Fast Charging Dual Port USB 2.4A,USAMS C20 Adapter Charge Mobil Dual USB Mini 2.4A Car Charger,Car Charger Adapter,34900,4.9,4184,USAMS ID Official,https://www.tokopedia.com/usamsidofficial/usams-c20-adapter-charge-mobil-dual-usb-mini-2-4a-car-charger-1729387288648779679?extParam=ivf%3Dfalse%26keyword%3Dcharger+mobil%26search_id%3D20260115051207B3967A0E938DC214AVBW%26src%3Dsearch
Xiaomi Car Charger Mobil Fast Charging Dual Port USB 43W PD QC 3.0 Type C,AMINO Car Charger 43W Type-C PD+USB Mobil Quick Charge 3.0 / PD3.0 / 2 Ports LED Screen For xiaomi samsung huawei Super Fast Charger Oppo SuperVOOC / Tampilan Digital Mobil Charger,Car Charger Adapter,73500,4.9,1261,AMINO Shop Indonesia,https://www.tokopedia.com/aminoofficialstore/amino-car-charger-43w-type-c-pd-usb-mobil-super-quick-charge-qc3-0-led?extParam=ivf%3Dfalse%26keyword%3Dcharger+mobil%26search_id%3D20260115051207B3967A0E938DC214AVBW%26src%3Dsearch
Usams Car Charger Mobil Fast Charging Dual Port USB 30W,USAMS C32 Mini Car Fast Charger Mobil Transparent A+C 30W,Car Charger Adapter,88900,4.9,2407,USAMS ID Official,https://www.tokopedia.com/usamsidofficial/usams-c32-mini-car-fast-charger-mobil-transparent-a-c-30w-hitam-e18e3?extParam=ivf%3Dfalse%26keyword%3Dcharger+mobil%26search_id%3D20260115051207B3967A0E938DC214AVBW%26src%3Dsearch
Usams Bluetooth FM Transmitter Audio Receiver MP3 3.4A,USAMS C21 Charger Mobil FM Transmitter Bluetooth Digital Display Wireless Dual USB 3.4A Fast Charge,FM Transmitter/Bluetooth,129000,4.9,1176,USAMS ID Official,https://www.tokopedia.com/usamsidofficial/usams-c21-charger-mobil-fm-transmitter-bluetooth-digital-display-wireless-dual-usb-3-4a-fast-charge-1729383118383122335?extParam=ivf%3Dfalse%26keyword%3Dcharger+mobil%26search_id%3D20260115051207B3967A0E938DC214AVBW%26src%3Dsearch
Usams Kabel Data Charger Fast Charging Braided 3.4A,USAMS C22 Car Charger Mobil with 3IN1 Spring Cable Dual USB 3.4A Digital Display,Kabel Data,118900,4.9,2073,USAMS ID Official,https://www.tokopedia.com/usamsidofficial/usams-c22-car-charger-mobil-with-3in1-spring-cable-dual-usb-3-4a-digital-display-1729383118399768479?extParam=ivf%3Dfalse%26keyword%3Dcharger+mobil%26search_id%3D20260115051207B3967A0E938DC214AVBW%26src%3Dsearch
Xiaomi Car Charger Mobil Fast Charging Dual Port USB 60W PD QC 3.0 Type C,AMINO 60W PD QC Super Fast Car charger Dual Port Quick Charging Power / Car Charger Mobil Fast charging Type C PD+USB Quick Charge / Dual-Port USB-A Mini Car Charger Lapotp Untuk xiaomi oppo samsung vivo,Car Charger Adapter,102500,4.9,358,AMINO Shop Indonesia,https://www.tokopedia.com/aminoofficialstore/amino-60w-pd-qc-super-fast-car-charger-dual-port-usb-type-c-mobil-fast-charging?extParam=ivf%3Dfalse%26keyword%3Dcharger+mobil%26search_id%3D20260115051207B3967A0E938DC214AVBW%26src%3Dsearch
Kabel Data Charger Fast Charging Braided 75W PD QC 3.0 Type C,AMINO 75W Car Charger Mobil 5 in 1 Cable Kabel Type C USB Port Adapter PD QC Fast Charging Lampu,Kabel Data,90900,4.9,184,AMINO Shop Indonesia,https://www.tokopedia.com/aminoofficialstore/amino-75w-car-charger-mobil-5-in-1-cable-kabel-type-c-usb-port-adapter-pd-qc-fast-charging-lampu-1731488089805391151?extParam=ivf%3Dfalse%26keyword%3Dcharger+mobil%26search_id%3D20260115051207B3967A0E938DC214AVBW%26src%3Dsearch
Xiaomi Car Charger Mobil Fast Charging Dual Port USB 37W,Xiaomi Car Charger Mobil Mi Fast Charger Version 2 Port 37W,Car Charger Adapter,95000,4.8,14,Venus Mobile,https://www.tokopedia.com/venusmobile/xiaomi-car-charger-mobil-mi-fast-charger-version-2-port-37w?extParam=ivf%3Dfalse%26keyword%3Dcharger+mobil%26search_id%3D20260115051207B3967A0E938DC214AVBW%26src%3Dsearch
Kabel Data Charger Fast Charging Braided 500A,MAXPUMP Kabel Jumper Aki Mobil 500AMP Heavy Duty Kabel Jemper Aki Kabel Jamper Charger Aki Mobil 500A / Car Accu Jumper Cable Booster 500 Ampere,Kabel Data,76000,4.8,246,Poseidonpump,https://www.tokopedia.com/poseidonpump/maxpump-kabel-jumper-aki-mobil-500amp-heavy-duty-kabel-jemper-aki-kabel-jamper-charger-aki-mobil-500a-car-accu-jumper-cable-booster-500-ampere-1729582457053545514?extParam=ivf%3Dtrue%26keyword%3Dcharger+mobil%26search_id%3D20260115051207B3967A0E938DC214AVBW%26src%3Dsearch
Car Charger Mobil Fast Charging Dual Port USB PD QC 3.0,CHARGER MOBIL Car Charger Fast charging QC 3.0 / PD LESOZOH CQC1 PD 1,Car Charger Adapter,106800,4.9,14,SUPERMASSIVE INDONESIA,https://www.tokopedia.com/supermassive-indonesia/charger-mobil-car-charger-fast-charging-qc-3-0-pd-lesozoh-cqc1-pd-1?extParam=ivf%3Dfalse%26keyword%3Dcharger+mobil%26search_id%3D20260115051207B3967A0E938DC214AVBW%26src%3Dsearch
Car Charger Mobil Fast Charging Dual Port USB 20W PD QC 3.0,UGREEN Charger Mobil PD 3.0 USB QC 4.0 Fast Charging 20W 75W-130W,Car Charger Adapter,149000,4.9,130,UGREEN Official Store,https://www.tokopedia.com/ugreenofficialstore/ugreen-charger-mobil-pd-3-0-usb-qc-4-0-fast-charging-20w-75w-130w-1730843742733240096?extParam=ivf%3Dfalse%26keyword%3Dcharger+mobil%26search_id%3D20260115051207B3967A0E938DC214AVBW%26src%3Dsearch
Xiaomi Car Charger Mobil Fast Charging Dual Port USB PD QC 3.0 Type C Support iPhone,UGREEN Car Charger Mobil FAST Charging For iPhone MFi Samsung Xiaomi Oppo Vivo USB + Type C PD QC3.0,Car Charger Adapter,149000,4.9,1099,UGREEN Official Store,https://www.tokopedia.com/ugreenofficialstore/ugreen-car-charger-mobil-fast-charging-for-iphone-mfi-samsung-xiaomi-oppo-vivo-usb-type-c-pd-qc3-0-1730843666950424352?extParam=ivf%3Dfalse%26keyword%3Dcharger+mobil%26search_id%3D20260115051207B3967A0E938DC214AVBW%26src%3Dsearch
Car Charger Mobil Fast Charging Dual Port USB 30W,UGREEN Car Charger Mobil Dual Port USB A Fast Charging 30w 36w,Car Charger Adapter,149000,5.0,53,ASTEROS OFFICIAL,https://www.tokopedia.com/asterosofficial/ugreen-charger-mobil-iphone-samsung-xiaomi-fast-charging-20w-36w-120w-10144-36w-8a69c?extParam=ivf%3Dfalse%26keyword%3Dcharger+mobil%26search_id%3D20260115051207B3967A0E938DC214AVBW%26src%3Dsearch
McDodo Car Charger Mobil Fast Charging Dual Port USB 30W PD Type C Support iPhone,MCDODO Set Car Charger Mobil For iPhone 15 Pro Max PD Type C Fast Charging 30W,Car Charger Adapter,139000,5.0,20,ASTEROS OFFICIAL,https://www.tokopedia.com/asterosofficial/mcdodo-set-car-charger-mobil-for-iphone-15-pro-max-pd-type-c-fast-charging-30w-1730197981571548388?extParam=ivf%3Dfalse%26keyword%3Dcharger+mobil%26search_id%3D20260115051207B3967A0E938DC214AVBW%26src%3Dsearch
Samsung Car Charger Mobil Fast Charging Dual Port USB 25W PD Type C,MCDODO Car Charger Mobil Samsung PD Type C Fast Charging 25W 45W 75W,Car Charger Adapter,119000,5.0,23,ASTEROS OFFICIAL,https://www.tokopedia.com/asterosofficial/mcdodo-car-charger-mobil-samsung-pd-type-c-fast-charging-25w-45w-75w-set-usb-c-30w-f3342?extParam=ivf%3Dfalse%26keyword%3Dcharger+mobil%26search_id%3D20260115051207B3967A0E938DC214AVBW%26src%3Dsearch
